index,start_expression,halide_result,halide_time
92,( min ( min ( min ( min ( / v0 8 ) ( - ( * ( min ( - v1 63 ) v2 ) 2 ) 1 ) ) ( - ( / ( + ( min v3 256 ) v0 ) 8 ) 32 ) ) ( / ( - ( + ( min v3 256 ) v0 ) 252 ) 8 ) ) ( + 0 ( min ( - v4 127 ) v5 ) ) ),( min ( min ( min ( min ( min ( / v0 8 ) ( - ( * ( min ( - v1 63 ) v2 ) 2 ) 1 ) ) ( - ( / ( + ( min v3 256 ) v0 ) 8 ) 32 ) ) ( / ( - ( + ( min v3 256 ) v0 ) 252 ) 8 ) ) ( - v4 127 ) ) v5 ),18
93,( - ( / ( + ( + v0 v1 ) 254 ) 128 ) ( / v1 128 ) ),( - ( / ( + ( + v0 v1 ) 254 ) 128 ) ( / v1 128 ) ),8
94,( min ( - ( * v0 2 ) 1 ) ( - ( * v0 2 ) 1 ) ),( - ( * v0 2 ) 1 ),5
95,( / ( + ( / ( + ( + v0 v1 ) 3 ) 4 ) 1 ) 2 ),( / ( + ( + v0 v1 ) 7 ) 8 ),3
96,( min ( min ( - v0 7 ) v1 ) ( + 0 ( min ( - v0 7 ) v1 ) ) ),( min ( - v0 7 ) v1 ),3
97,( min ( / ( / v0 4 ) 2 ) ( / ( + ( / v0 4 ) 1 ) 2 ) ),( / v0 8 ),8
98,( / ( - ( / ( - ( + v0 v1 ) 50 ) 8 ) ( / v1 8 ) ) 8 ),( / ( - ( / ( - ( + v0 v1 ) 50 ) 8 ) ( / v1 8 ) ) 8 ),7
99,( == v0 3 ),( == v0 3 ),4
100,( + ( * v0 2 ) 256 ),( + ( * v0 2 ) 256 ),3
101,( + 0 ( min ( - v0 31 ) v1 ) ),( min ( - v0 31 ) v1 ),4
102,( < ( - ( / ( + ( - v0 v1 ) 255 ) 256 ) 1 ) ( + ( - ( / ( - ( + v2 v0 ) v1 ) 256 ) 1 ) 1 ) ),( < ( / ( - ( - v0 v1 ) 1 ) 256 ) ( / ( - ( + v2 v0 ) v1 ) 256 ) ),16
103,( / ( - ( + ( min v0 50 ) v1 ) 50 ) 8 ),( / ( - ( + ( min v0 50 ) v1 ) 50 ) 8 ),7
104,( min ( - ( * ( min ( - v0 7 ) v1 ) 2 ) 1 ) ( + ( * ( + 0 ( min ( - v0 7 ) v1 ) ) 2 ) 1 ) ),( - ( * ( min ( - v0 7 ) v1 ) 2 ) 1 ),18
105,( + 7 ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / v1 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 8 ) ) ) ),( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / v1 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 8 ) ) ) 7 ),7
106,( + ( - ( max ( max ( / ( + ( + v0 v1 ) 2 ) 4 ) ( + ( * ( min ( + ( * ( / ( - v2 v3 ) 16 ) 16 ) v3 ) ( - v2 15 ) ) 2 ) 32 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 32 ) 32 ) v5 ) 31 ) v4 ) ) ( min ( min ( - v4 31 ) v5 ) ( - ( min ( / ( + ( min v0 256 ) v1 ) 4 ) ( + ( * ( min ( - v2 15 ) v3 ) 2 ) 63 ) ) 64 ) ) ) 1 ),( + ( - ( max ( max ( / ( + ( + v0 v1 ) 2 ) 4 ) ( + ( * ( min ( + ( * ( / ( - v2 v3 ) 16 ) 16 ) v3 ) ( - v2 15 ) ) 2 ) 32 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 32 ) 32 ) v5 ) 31 ) v4 ) ) ( min ( min ( - v4 31 ) v5 ) ( - ( min ( / ( + ( min v0 256 ) v1 ) 4 ) ( + ( * ( min ( - v2 15 ) v3 ) 2 ) 63 ) ) 64 ) ) ) 1 ),19
107,( - ( max v0 0 ) ( max v1 0 ) ),( - ( max v0 0 ) ( max v1 0 ) ),40
108,( min v0 ( - ( * v1 2 ) 1 ) ),( min ( - ( * v1 2 ) 1 ) v0 ),19
109,( / ( + ( + 63 ( - ( + v0 v1 ) 64 ) ) 15 ) 16 ),( / ( + ( + v0 v1 ) 14 ) 16 ),6
110,( + ( - ( + 8 0 ) 1 ) ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ),( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ),8
111,( + 0 ( / ( - ( + ( min v0 386 ) v1 ) 386 ) 64 ) ),( / ( - ( + ( min v0 386 ) v1 ) 386 ) 64 ),6
112,( max ( / v0 8 ) -1 ),( max ( / v0 8 ) -1 ),5
113,( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ),( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ),3
114,( / ( + ( + v0 v1 ) 62 ) 64 ),( / ( + ( + v0 v1 ) 62 ) 64 ),4
115,( + 7 ( - ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 8 ) ),( - ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 1 ),9
116,( + 0 ( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ) ),( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ),11
117,( + ( - ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( min ( / ( - ( + v4 v5 ) 50 ) 8 ) ( - ( + ( / ( + ( min v4 8 ) v5 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v4 v5 ) 6 ) 8 ) ( / ( + ( min v4 8 ) v5 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) 5 ) ) 2 ) ) ( min ( min ( min ( / ( - ( + ( min v4 50 ) v5 ) 50 ) 8 ) ( - ( * ( min ( - v2 7 ) v3 ) 2 ) 1 ) ) ( - v0 7 ) ) v1 ) ) 1 ),( + ( - ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( min ( / ( - ( + v4 v5 ) 50 ) 8 ) ( - ( + ( / ( + ( min v4 8 ) v5 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v4 v5 ) 6 ) 8 ) ( / ( + ( min v4 8 ) v5 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) 5 ) ) 2 ) ) ( min ( min ( min ( / ( - ( + ( min v4 50 ) v5 ) 50 ) 8 ) ( - ( * ( min ( - v2 7 ) v3 ) 2 ) 1 ) ) ( - v0 7 ) ) v1 ) ) 1 ),21
118,( - ( / ( + ( - ( - ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 9 ) ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) ) 8 ) 8 ) 1 ),( / ( - ( - ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) ) 9 ) 8 ),18
119,( - ( / ( + ( min v0 8 ) v1 ) 4 ) 2 ),( - ( / ( + ( min v0 8 ) v1 ) 4 ) 2 ),35
120,( min ( * ( / ( - v0 1 ) 64 ) 64 ) ( - v0 64 ) ),( - v0 64 ),24
121,( / ( / ( + ( + v0 v1 ) 1 ) 2 ) 8 ),( / ( + ( + v0 v1 ) 1 ) 16 ),5
122,( min ( / v0 4 ) ( - ( * v1 2 ) 1 ) ),( min ( / v0 4 ) ( - ( * v1 2 ) 1 ) ),7
123,( <= ( / ( + v0 7 ) 8 ) 0 ),( <= v0 0 ),13
124,( min ( min ( / ( - ( + ( min v0 256 ) v1 ) 254 ) 4 ) ( - ( min ( / ( + ( min v0 256 ) v1 ) 4 ) ( + ( * ( min ( - v2 127 ) v3 ) 2 ) 63 ) ) 64 ) ) v4 ),( min ( min ( / ( - ( + ( min v0 256 ) v1 ) 254 ) 4 ) ( - ( min ( / ( + ( min v0 256 ) v1 ) 4 ) ( + ( * ( min ( - v2 127 ) v3 ) 2 ) 63 ) ) 64 ) ) v4 ),13
125,( max ( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) 31 ) v0 ) 2 ) 2 ) ( / ( + v2 v3 ) 2 ) ),( max ( / ( + v2 v3 ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) 31 ) v0 ) 2 ) 2 ) ),23
126,( / ( + ( + 0 v0 ) 3 ) 4 ),( / ( + v0 3 ) 4 ),3
127,( + ( + v0 v1 ) 0 ),( + v0 v1 ),5
128,( + ( - ( + ( * v0 2 ) 256 ) ( - ( * v0 2 ) 1 ) ) 1 ),258,4
129,( min ( - ( * ( / v0 128 ) 2 ) 1 ) ( + ( * ( / v0 128 ) 2 ) 1 ) ),( - ( * ( / v0 128 ) 2 ) 1 ),5
130,( / ( / ( + ( + v0 v1 ) 30 ) 32 ) 2 ),( / ( + ( + v0 v1 ) 30 ) 64 ),8
131,( == ( * ( / v0 2 ) 2 ) v0 ),( == ( % v0 2 ) 0 ),13
132,( min ( / ( - ( + ( min v0 770 ) v1 ) 770 ) 128 ) ( + 0 ( / ( - ( + ( min v0 770 ) v1 ) 770 ) 128 ) ) ),( / ( - ( + ( min v0 770 ) v1 ) 770 ) 128 ),6
133,( / ( - ( + ( min v0 64 ) v1 ) 64 ) 4 ),( - ( / ( + ( min v0 64 ) v1 ) 4 ) 16 ),5
134,( + v0 8 ),( + v0 8 ),4
135,( - ( / ( + ( - ( - ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) 9 ) ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) ) 8 ) 8 ) 1 ),( / ( - ( - ( + ( min ( + ( * ( + v0 v1 ) 8 ) v2 ) ( + v3 1 ) ) ( + v4 v5 ) ) ( + ( min ( + ( * v1 8 ) v2 ) ( - v3 7 ) ) v5 ) ) 9 ) 8 ),17
136,( - ( / ( + v0 242 ) 4 ) v1 ),( - ( / ( + v0 242 ) 4 ) v1 ),21
137,( max ( / v0 2 ) ( / ( + v0 1 ) 2 ) ),( / ( + v0 1 ) 2 ),25
138,( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ),( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ),61
139,( < v0 v1 ),( < v0 v1 ),4
140,( max v0 ( + ( * v1 2 ) 2 ) ),( max ( + ( * v1 2 ) 2 ) v0 ),2
141,( max ( max ( / ( + ( + v0 v1 ) 62 ) 64 ) ( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 2 ) ) ( / ( / ( + ( + v0 v1 ) 30 ) 32 ) 2 ) ),( max ( / ( + ( + v0 v1 ) 62 ) 64 ) ( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 2 ) ),15
142,( == ( * ( / v0 2 ) 2 ) v0 ),( == ( % v0 2 ) 0 ),33
143,( max ( max ( max ( max ( / ( + ( + v0 v1 ) 30 ) 32 ) ( + ( * v2 2 ) 2 ) ) ( / ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ) v3 ),( max ( max ( max ( max ( / ( + ( + v0 v1 ) 30 ) 32 ) ( + ( * v2 2 ) 2 ) ) ( / ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ) v3 ),24
144,( + ( + ( - ( * ( % v0 4 ) ( + v1 1 ) ) v2 ) v3 ) 0 ),( + ( - ( * ( % v0 4 ) ( + v1 1 ) ) v2 ) v3 ),11
145,( / ( + ( + v0 v1 ) 6 ) 8 ),( / ( + ( + v0 v1 ) 6 ) 8 ),5
146,( + 0 ( / ( - ( + ( min v0 50 ) v1 ) 50 ) 8 ) ),( / ( - ( + ( min v0 50 ) v1 ) 50 ) 8 ),5
147,( + ( - ( max ( max ( / ( + ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) 1 ) 2 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 26 ) 4 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 2 ) 8 ) 8 ) ) 2 ) ) 5 ) ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ) ( min ( min ( min ( min ( min ( / ( - ( + ( min v0 26 ) v1 ) 26 ) 4 ) ( - ( * ( min ( - v2 7 ) v3 ) 2 ) 1 ) ) ( - ( / ( + ( min v0 14 ) v1 ) 4 ) 3 ) ) ( / ( - ( + ( min v0 14 ) v1 ) 14 ) 4 ) ) ( - v4 7 ) ) v5 ) ) 1 ),( + ( - ( max ( max ( / ( + ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) 1 ) 2 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 26 ) 4 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 2 ) 8 ) 8 ) ) 2 ) ) 5 ) ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ) ( min ( min ( min ( min ( min ( / ( - ( + ( min v0 26 ) v1 ) 26 ) 4 ) ( - ( * ( min ( - v2 7 ) v3 ) 2 ) 1 ) ) ( - ( / ( + ( min v0 14 ) v1 ) 4 ) 3 ) ) ( / ( - ( + ( min v0 14 ) v1 ) 14 ) 4 ) ) ( - v4 7 ) ) v5 ) ) 1 ),25
148,( + 7 v0 ),( + v0 7 ),1
149,( + ( - v0 v1 ) ( * ( - ( / ( + ( + v2 v3 ) 1 ) 2 ) v4 ) v5 ) ),( + ( * ( - ( / ( + ( + v3 v2 ) 1 ) 2 ) v4 ) v5 ) ( - v0 v1 ) ),7
150,( max ( + ( * v0 2 ) 1 ) ( - ( * v0 2 ) 1 ) ),( + ( * v0 2 ) 1 ),24
151,( min ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * 0 8 ) ) ( / ( - ( + v0 v1 ) 98 ) 16 ) ),( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ),75
152,( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ),( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ),9
153,( max ( max ( max ( max ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( / ( - ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 1 ) 2 ) ) ( / ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 2 ) ) ( / ( + 7 ( - ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 8 ) ) 2 ) ),( max ( max ( max ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( / ( - ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 1 ) 2 ) ) ( / ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 2 ) ),43
154,( max ( max ( / ( + ( + v0 v1 ) 2 ) 4 ) ( + ( * ( min ( + ( * ( / ( - v2 v3 ) 128 ) 128 ) v3 ) ( - v2 127 ) ) 2 ) 256 ) ) v4 ),( max ( max ( / ( + ( + v0 v1 ) 2 ) 4 ) ( + ( * ( min ( + ( * ( / ( - v2 v3 ) 128 ) 128 ) v3 ) ( - v2 127 ) ) 2 ) 256 ) ) v4 ),21
155,( / ( - ( + ( min v0 50 ) v1 ) 50 ) 8 ),( / ( - ( + ( min v0 50 ) v1 ) 50 ) 8 ),11
156,( / ( - ( + v0 v1 ) 64 ) 4 ),( - ( / ( + v0 v1 ) 4 ) 16 ),5
157,( <= ( max 0 ( + ( min ( / ( - ( / ( - ( + v0 v1 ) 386 ) 64 ) ( / v1 64 ) ) 8 ) ( - ( + 0 ( + ( / v2 8 ) 1 ) ) 1 ) ) 1 ) ) 0 ),( <= ( min ( - ( / ( - ( + v0 v1 ) 386 ) 64 ) ( / v1 64 ) ) v2 ) -1 ),37
158,( == ( * ( / v0 2 ) 2 ) v0 ),( == ( % v0 2 ) 0 ),10
159,( + 0 ( min ( - v0 15 ) v1 ) ),( min ( - v0 15 ) v1 ),3
160,( min ( + ( + ( * v0 8 ) v1 ) 7 ) v2 ),( min ( + ( + ( * v0 8 ) v1 ) 7 ) v2 ),8
161,( max ( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) 2 ) ( + ( * ( + 7 ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ) 2 ) 1 ) ),( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) 2 ) 2 ),64
162,( max v0 0 ),( max v0 0 ),3
163,( - ( max ( max ( + ( * ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 64 ) 64 ) v1 ) 63 ) v0 ) ( min ( + ( + ( * ( / ( - v2 v3 ) 64 ) 64 ) v3 ) 63 ) v2 ) ) 2 ) 3 ) ( + v4 v5 ) ) ( min ( + ( + ( * ( / ( - ( - v6 v7 ) 1 ) 8 ) 8 ) v7 ) 8 ) v6 ) ) 1 ),( - ( max ( max ( + ( * ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 64 ) 64 ) v1 ) 63 ) v0 ) ( min ( + ( + ( * ( / ( - v2 v3 ) 64 ) 64 ) v3 ) 63 ) v2 ) ) 2 ) 3 ) ( + v4 v5 ) ) ( min ( + ( + ( * ( / ( - ( - v6 v7 ) 1 ) 8 ) 8 ) v7 ) 8 ) v6 ) ) 1 ),17
164,( + ( + ( * ( % v0 4 ) ( + v1 8 ) ) v2 ) 0 ),( + ( * ( % v0 4 ) ( + v1 8 ) ) v2 ),8
165,( + v0 ( * ( + ( * v1 2 ) 1 ) ( + v2 1 ) ) ),( + ( * ( + ( * v1 2 ) 1 ) ( + v2 1 ) ) v0 ),3
166,( max ( max ( * ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) 31 ) v0 ) ( + ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 1 ) ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) 31 ) v0 ) 2 ) 1 ) ) ( - ( * ( + 31 ( min ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) ( - v0 31 ) ) ) 2 ) 1 ) ),( max ( * ( max ( min ( + ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) 31 ) v0 ) ( + ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 1 ) ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) 31 ) v0 ) 2 ) 1 ) ),25
167,( / ( + ( % ( + v0 ( min ( * v1 256 ) ( - v2 256 ) ) ) 4 ) 230 ) 4 ),( / ( + ( % ( + ( min ( * v1 256 ) ( - v2 256 ) ) v0 ) 4 ) 230 ) 4 ),17
168,( - ( + v0 v1 ) 64 ),( - ( + v0 v1 ) 64 ),21
169,( + 7 ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) ),( + ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) 7 ),10
170,( max ( / ( + 7 ( - ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 8 ) ) 2 ) ( / ( + ( + 7 ( - ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 8 ) ) 1 ) 2 ) ),( / ( min ( + ( * ( / ( - ( max v0 8 ) 1 ) 8 ) 8 ) ( + ( min v0 8 ) v1 ) ) ( + v0 v1 ) ) 2 ),52
171,( && ( && ( && 1 ( && ( != v0 v1 ) ( == v0 v1 ) ) ) 1 ) 1 ),0,15
172,( - ( * ( - ( * ( + v0 v1 ) 2 ) v2 ) ( + v3 1 ) ) v4 ),( - ( * ( - ( * ( + v0 v1 ) 2 ) v2 ) ( + v3 1 ) ) v4 ),24
173,( + ( - ( + v0 v1 ) 256 ) 255 ),( - ( + v0 v1 ) 1 ),4
174,( min ( - ( * v0 2 ) 1 ) ( * v0 2 ) ),( - ( * v0 2 ) 1 ),7
175,( max v0 ( + ( * v1 2 ) 2 ) ),( max ( + ( * v1 2 ) 2 ) v0 ),5
176,( min ( - ( / ( + ( min v0 64 ) v1 ) 32 ) 2 ) ( / v1 32 ) ),( - ( / ( + ( min v0 64 ) v1 ) 32 ) 2 ),9
177,( + ( / ( - v0 v1 ) 8 ) 32 ),( + ( / ( - v0 v1 ) 8 ) 32 ),3
178,( max ( max ( / ( + ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) 1 ) 2 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 26 ) 4 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 2 ) 8 ) 8 ) ) 2 ) ) 5 ) ) 2 ) ) ( / ( + 7 ( - ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) 7 ) ) 2 ) ),( max ( / ( + ( min ( / ( + v0 v1 ) 2 ) ( + ( + ( / ( + ( min v0 8 ) v1 ) 2 ) ( * ( / ( + ( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ) 4 ) 8 ) 8 ) ) 3 ) ) 1 ) 2 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 26 ) 4 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 2 ) 8 ) 8 ) ) 2 ) ) 5 ) ) 2 ) ),124
179,( + 31 ( min ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) ( - v0 31 ) ) ),( min ( + ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) 31 ) v0 ),28
180,( + ( - ( max ( max ( / ( + ( + v0 v1 ) 62 ) 64 ) ( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 2 ) ) v2 ) ( min ( min ( / v1 64 ) ( - ( * ( / v1 128 ) 2 ) 1 ) ) v3 ) ) 1 ),( + ( - ( max ( max ( / ( + ( + v0 v1 ) 62 ) 64 ) ( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 2 ) ) v2 ) ( min ( min ( / v1 64 ) ( - ( * ( / v1 128 ) 2 ) 1 ) ) v3 ) ) 1 ),14
