ID,Expression
90,( == ( + ( max ( min ( / v0 8 ) 249 ) 0 ) ( * v1 12 ) ) ( + ( max ( min ( / v0 8 ) 249 ) 0 ) ( * v1 12 ) ) )
91,( == ( min ( + ( + ( * v0 -32 ) v1 ) 18 ) v2 ) ( min ( + ( + ( * v0 -32 ) v1 ) 18 ) v2 ) )
92,( == ( + ( * ( max ( min ( * ( / v0 63 ) 8 ) 285 ) 36 ) 8 ) ( * v1 42 ) ) ( + ( * ( max ( min ( * ( / v0 63 ) 8 ) 285 ) 36 ) 8 ) ( * v1 42 ) ) )
93,( == ( + ( * v0 1004 ) ( * ( max ( min ( * ( / v1 63 ) 8 ) 285 ) 36 ) 8 ) ) ( + ( * v0 1004 ) ( * ( max ( min ( * ( / v1 63 ) 8 ) 285 ) 36 ) 8 ) ) )
94,( == ( max ( - 2100 ( max ( * ( + ( * v0 2 ) v1 ) 4 ) 2097 ) ) ( - 97 ( max ( min ( * ( + ( * v0 2 ) v1 ) 4 ) 98 ) 94 ) ) ) ( max ( - 2100 ( max ( * ( + ( * v0 2 ) v1 ) 4 ) 2097 ) ) ( - 97 ( max ( min ( * ( + ( * v0 2 ) v1 ) 4 ) 98 ) 94 ) ) ) )
95,( == ( * ( / ( min ( + ( * ( min ( + ( * v3 504 ) ( + ( + ( / v2 2 ) ( * ( max ( / v4 504 ) -1 ) 504 ) ) 754 ) ) ( / ( + ( + v1 v2 ) 501 ) 2 ) ) -1 ) ( / ( + ( + v1 v2 ) 485 ) 2 ) ) 496 ) 8 ) 8 ) ( min ( + ( * ( min ( + ( * v3 504 ) ( + ( + ( / v2 2 ) ( * ( max ( / v4 504 ) -1 ) 504 ) ) 754 ) ) ( / ( + ( + v1 v2 ) 501 ) 2 ) ) -1 ) ( / ( + ( + v1 v2 ) 485 ) 2 ) ) 496 ) )
96,( == ( min ( + ( max ( min ( + v0 v1 ) 1872 ) -127 ) 127 ) v2 ) ( min ( + ( max ( min ( + v0 v1 ) 1872 ) -127 ) 127 ) v2 ) )
97,( == ( min ( * ( - ( / ( + ( + v0 v1 ) 314 ) 63 ) ( / v1 63 ) ) 2 ) ( + ( * v2 2 ) 1 ) ) ( min ( * ( - ( / ( + ( + v0 v1 ) 314 ) 63 ) ( / v1 63 ) ) 2 ) ( + ( * v2 2 ) 1 ) ) )
98,( == ( + ( - v0 ( / ( + ( + v1 v2 ) 15 ) 4 ) ) v3 ) ( + ( - v0 ( / ( + ( + v1 v2 ) 15 ) 4 ) ) v3 ) )
99,( == ( min ( / ( + ( + v0 v1 ) 15 ) 8 ) ( + v2 11 ) ) ( min ( / ( + ( + v0 v1 ) 15 ) 8 ) ( + v2 11 ) ) )
100,( == ( min ( * v0 125 ) ( - v1 125 ) ) ( min ( * v0 125 ) ( - v1 125 ) ) )
101,( == ( - ( * ( max v0 249 ) 8 ) ( + ( * v1 267 ) v2 ) ) ( - ( * ( max v0 249 ) 8 ) ( + ( * v1 267 ) v2 ) ) )
102,( == ( - ( * ( / ( min ( / v0 8 ) 0 ) 16 ) 16 ) 10 ) ( - ( + ( - ( * ( / ( min ( / v0 8 ) 0 ) 16 ) 16 ) 10 ) ( + ( * v1 16 ) 39 ) ) 1 ) )
103,( >= ( max ( / ( + v0 5 ) 253 ) 0 ) ( - ( + ( max ( / ( + v0 5 ) 253 ) 0 ) ( max ( - ( / ( + v0 257 ) 253 ) ( max ( / ( + v0 5 ) 253 ) 0 ) ) 0 ) ) 1 ) )
104,( == ( - ( min ( * ( + ( * ( / v0 63 ) 2 ) v1 ) 4 ) ( + ( * ( / ( + ( + v2 v0 ) 62 ) 63 ) 8 ) 4 ) ) ( * ( + ( + ( * ( / v0 63 ) 2 ) v3 ) v1 ) 4 ) ) ( - ( min ( * ( + ( * ( / v0 63 ) 2 ) v1 ) 4 ) ( + ( * ( / ( + ( + v2 v0 ) 62 ) 63 ) 8 ) 4 ) ) ( * ( + ( + ( * ( / v0 63 ) 2 ) v3 ) v1 ) 4 ) ) )
105,( == ( min ( + ( * v0 8 ) 12 ) v1 ) ( min ( + ( * v0 8 ) 12 ) v1 ) )
106,( == 0 ( - ( + 0 ( / ( + ( % ( + v0 v1 ) 2 ) 251 ) 4 ) ) 1 ) )
107,( == ( min ( + ( * v0 128 ) ( + ( / v1 2 ) ( * ( / ( + ( min ( - ( - ( / ( + ( + v2 v1 ) 5 ) 2 ) ( * v0 128 ) ) ( / v1 2 ) ) ( + ( * v3 504 ) 119 ) ) 95 ) 72 ) 72 ) ) ) ( + v4 24 ) ) ( min ( + ( * v0 128 ) ( + ( / v1 2 ) ( * ( / ( + ( min ( - ( - ( / ( + ( + v2 v1 ) 5 ) 2 ) ( * v0 128 ) ) ( / v1 2 ) ) ( + ( * v3 504 ) 119 ) ) 95 ) 72 ) 72 ) ) ) ( + v4 24 ) ) )
108,( == ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( + ( * v2 63 ) v3 ) ) ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( + ( * v2 63 ) v3 ) ) )
109,( == ( min ( max ( min v0 1999 ) 0 ) ( + ( max ( min v0 1984 ) -15 ) 15 ) ) ( min ( max ( min v0 1999 ) 0 ) ( + ( max ( min v0 1984 ) -15 ) 15 ) ) )
110,( == ( * ( / ( min ( - ( max ( min ( + ( * v3 64 ) ( + ( / v2 8 ) 63 ) ) ( min ( / ( + ( + v1 v2 ) 7 ) 8 ) 249 ) ) 0 ) ( max ( min ( + ( * v3 64 ) ( / v2 8 ) ) 249 ) 0 ) ) 30 ) 3 ) 3 ) ( min ( - ( max ( min ( + ( * v3 64 ) ( + ( / v2 8 ) 63 ) ) ( min ( / ( + ( + v1 v2 ) 7 ) 8 ) 249 ) ) 0 ) ( max ( min ( + ( * v3 64 ) ( / v2 8 ) ) 249 ) 0 ) ) 30 ) )
111,( == ( / ( + ( - ( / ( + ( + v0 v1 ) 5 ) 2 ) ( / v1 2 ) ) 65 ) 63 ) ( / ( + ( - ( / ( + ( + v0 v1 ) 5 ) 2 ) ( / v1 2 ) ) 65 ) 63 ) )
112,( == ( + ( max ( min ( * ( / v0 500 ) 8 ) 36 ) 5 ) ( * ( / v1 5 ) 11 ) ) ( + ( max ( min ( * ( / v0 500 ) 8 ) 36 ) 5 ) ( * ( / v1 5 ) 11 ) ) )
113,( == ( / ( + v0 6 ) 252 ) ( - ( + ( / ( + v0 6 ) 252 ) ( / ( + ( % ( + v0 6 ) 252 ) 255 ) 252 ) ) 1 ) )
114,( == ( + ( * v0 132 ) ( * ( / v1 63 ) 8 ) ) ( + ( * v0 132 ) ( * ( / v1 63 ) 8 ) ) )
115,( != ( + ( / ( - v0 v1 ) 4 ) 10 ) 0 )
116,( == ( min ( + ( + ( * v0 116 ) v1 ) 104 ) v2 ) ( min ( + ( + ( * v0 116 ) v1 ) 104 ) v2 ) )
117,( == ( + ( * v0 8 ) ( + ( * ( + ( min ( / ( - ( + v1 v2 ) 1 ) 65 ) ( + ( min ( + ( * v3 2 ) ( + ( / v2 65 ) ( * v0 4 ) ) ) ( + ( + ( / v2 65 ) ( * ( min ( / ( min ( + ( * v0 4 ) 3 ) v4 ) 4 ) v0 ) 4 ) ) 2 ) ) 1 ) ) ( * v3 -2 ) ) -2 ) ( + ( * ( / v2 65 ) 2 ) v5 ) ) ) ( + ( * v0 8 ) ( + ( * ( + ( min ( / ( - ( + v1 v2 ) 1 ) 65 ) ( + ( min ( + ( * v3 2 ) ( + ( / v2 65 ) ( * v0 4 ) ) ) ( + ( + ( / v2 65 ) ( * ( min ( / ( min ( + ( * v0 4 ) 3 ) v4 ) 4 ) v0 ) 4 ) ) 2 ) ) 1 ) ) ( * v3 -2 ) ) -2 ) ( + ( * ( / v2 65 ) 2 ) v5 ) ) ) )
118,( == ( - ( max ( min ( / ( - ( + v0 v1 ) 1 ) 8 ) ( + ( + ( / v1 8 ) ( * v2 4 ) ) 3 ) ) 0 ) ( min ( + ( / v1 8 ) ( * v2 4 ) ) 249 ) ) ( - ( max ( min ( / ( - ( + v0 v1 ) 1 ) 8 ) ( + ( + ( / v1 8 ) ( * v2 4 ) ) 3 ) ) 0 ) ( min ( + ( / v1 8 ) ( * v2 4 ) ) 249 ) ) )
119,( == ( min ( + ( + ( * v0 -32 ) v1 ) 18 ) v2 ) ( min ( + ( + ( * v0 -32 ) v1 ) 18 ) v2 ) )
120,( == ( max ( min ( / ( + v0 69 ) 64 ) v1 ) ( / ( + v0 1 ) 64 ) ) ( max ( min ( / ( + v0 69 ) 64 ) v1 ) ( / ( + v0 1 ) 64 ) ) )
121,( == ( * ( / ( * ( min ( + ( * v2 1088 ) ( * ( min v1 0 ) 8 ) ) ( + ( * ( min ( + ( * v2 136 ) ( min v1 0 ) ) ( + v3 12 ) ) 8 ) 4 ) ) -1 ) 4 ) 4 ) ( * ( min ( + ( * v2 1088 ) ( * ( min v1 0 ) 8 ) ) ( + ( * ( min ( + ( * v2 136 ) ( min v1 0 ) ) ( + v3 12 ) ) 8 ) 4 ) ) -1 ) )
122,( >= ( - ( * ( + ( * v0 4 ) v1 ) 2 ) 2 ) ( - ( + ( - ( * ( + ( * v0 4 ) v1 ) 2 ) 2 ) 2 ) 1 ) )
123,( == ( - ( * ( max v0 233 ) 2 ) 705 ) ( - ( + ( - ( * ( max v0 233 ) 2 ) 705 ) ( - 708 ( * ( max v0 233 ) 2 ) ) ) 1 ) )
124,( != ( / ( + v0 11 ) 3 ) 0 )
125,( == ( min ( + ( * v0 8 ) 441 ) v1 ) ( min ( + ( * v0 8 ) 441 ) v1 ) )
126,( != ( / ( + ( * ( - v0 v1 ) 4 ) 762 ) 707 ) 0 )
127,( == ( min ( + ( * v0 668 ) v1 ) ( - ( min ( + v2 v1 ) 2668 ) 668 ) ) ( min ( + ( * v0 668 ) v1 ) ( - ( min ( + v2 v1 ) 2668 ) 668 ) ) )
128,( == ( + ( / v0 2 ) ( * ( / ( - ( min ( + ( * v1 128 ) 127 ) v2 ) 2 ) 4 ) 4 ) ) ( + ( / v0 2 ) ( * ( / ( - ( min ( + ( * v1 128 ) 127 ) v2 ) 2 ) 4 ) 4 ) ) )
129,( == ( min ( - 500 ( * ( + ( * v0 16 ) v1 ) 4 ) ) ( - v2 ( * ( + ( * v3 125 ) ( + ( * v0 16 ) v1 ) ) 4 ) ) ) ( min ( - 500 ( * ( + ( * v0 16 ) v1 ) 4 ) ) ( - v2 ( * ( + ( * v3 125 ) ( + ( * v0 16 ) v1 ) ) 4 ) ) ) )
130,( == ( / ( + ( * ( - ( / ( + ( + v0 v1 ) 15 ) 16 ) ( / ( - v1 2 ) 16 ) ) 2 ) 69 ) 65 ) ( / ( + ( * ( - ( / ( + ( + v0 v1 ) 15 ) 16 ) ( / ( - v1 2 ) 16 ) ) 2 ) 69 ) 65 ) )
131,( == ( min ( + ( * v0 156 ) ( + ( min ( * v1 8 ) 148 ) ( * ( / v2 250 ) 32 ) ) ) ( + ( * ( / ( + ( + v3 v2 ) 249 ) 250 ) 32 ) 46 ) ) ( min ( + ( * v0 156 ) ( + ( min ( * v1 8 ) 148 ) ( * ( / v2 250 ) 32 ) ) ) ( + ( * ( / ( + ( + v3 v2 ) 249 ) 250 ) 32 ) 46 ) ) )
132,( == ( min ( + ( max ( + v0 v1 ) -8 ) 17 ) v2 ) ( min ( + ( max ( + v0 v1 ) -8 ) 17 ) v2 ) )
133,( == ( / ( + v0 253 ) 251 ) ( / ( + v0 253 ) 251 ) )
134,( == ( + ( / ( - ( / ( + ( max ( min ( + v0 v1 ) 1996 ) -3 ) 11 ) 4 ) ( / ( - ( max ( min v1 2000 ) 1 ) 5 ) 4 ) ) 63 ) 1 ) ( + ( / ( - ( / ( + ( max ( min ( + v0 v1 ) 1996 ) -3 ) 11 ) 4 ) ( / ( - ( max ( min v1 2000 ) 1 ) 5 ) 4 ) ) 63 ) 1 ) )
135,( == ( + ( / ( - v0 102 ) 4 ) ( * v1 4 ) ) ( + ( / ( - v0 102 ) 4 ) ( * v1 4 ) ) )
136,( == ( min ( / ( - ( + v0 v1 ) 1021 ) 2 ) ( - v2 7 ) ) ( min ( / ( - ( + v0 v1 ) 1021 ) 2 ) ( - v2 7 ) ) )
137,( == ( min ( / ( + ( + v0 v1 ) 127 ) 32 ) ( + ( + ( / v1 32 ) ( * v2 16 ) ) 8 ) ) ( min ( / ( + ( + v0 v1 ) 127 ) 32 ) ( + ( + ( / v1 32 ) ( * v2 16 ) ) 8 ) ) )
138,( != ( + ( - ( max v0 0 ) v1 ) 7 ) 0 )
139,( == ( min ( max ( / ( + ( - v0 v1 ) 33 ) 2 ) 0 ) ( + ( / ( min ( - ( - ( * ( / ( + ( + v2 v3 ) 43 ) 4 ) 4 ) ( * v4 130 ) ) ( * ( / v3 4 ) 4 ) ) 94 ) 2 ) 18 ) ) ( min ( max ( / ( + ( - v0 v1 ) 33 ) 2 ) 0 ) ( + ( / ( min ( - ( - ( * ( / ( + ( + v2 v3 ) 43 ) 4 ) 4 ) ( * v4 130 ) ) ( * ( / v3 4 ) 4 ) ) 94 ) 2 ) 18 ) ) )
140,( == ( + ( * v0 4 ) ( + ( / v1 32 ) ( * v2 4 ) ) ) ( + ( * v0 4 ) ( + ( / v1 32 ) ( * v2 4 ) ) ) )
141,( == ( - ( - ( - v0 ( * v1 16 ) ) ( * v2 8 ) ) ( max ( min ( / ( + v3 v4 ) 2 ) 968 ) -31 ) ) ( - ( - ( - v0 ( * v1 16 ) ) ( * v2 8 ) ) ( max ( min ( / ( + v3 v4 ) 2 ) 968 ) -31 ) ) )
142,( == ( min ( + ( * v0 2 ) v1 ) ( + v2 4 ) ) ( min ( + ( * v0 2 ) v1 ) ( + v2 4 ) ) )
143,( == ( max ( + ( * v0 8 ) v1 ) ( + ( * ( max ( min ( / v2 2 ) 1006 ) 7 ) 8 ) 5 ) ) ( max ( + ( * v0 8 ) v1 ) ( + ( * ( max ( min ( / v2 2 ) 1006 ) 7 ) 8 ) 5 ) ) )
144,( == ( + ( / ( - 110 ( min ( * ( + ( / v0 63 ) ( * v1 11 ) ) 64 ) ( + ( * ( min ( * ( + ( / v0 63 ) ( * v1 11 ) ) 8 ) ( + ( * ( / ( - ( + v2 v0 ) 1 ) 63 ) 8 ) 12 ) ) 8 ) 11 ) ) ) 4 ) ( * ( min ( * ( / ( - ( + v2 v0 ) 1 ) 63 ) 8 ) ( + ( * ( + ( / v0 63 ) ( * v1 11 ) ) 8 ) 76 ) ) 2 ) ) ( + ( / ( - 110 ( min ( * ( + ( / v0 63 ) ( * v1 11 ) ) 64 ) ( + ( * ( min ( * ( + ( / v0 63 ) ( * v1 11 ) ) 8 ) ( + ( * ( / ( - ( + v2 v0 ) 1 ) 63 ) 8 ) 12 ) ) 8 ) 11 ) ) ) 4 ) ( * ( min ( * ( / ( - ( + v2 v0 ) 1 ) 63 ) 8 ) ( + ( * ( + ( / v0 63 ) ( * v1 11 ) ) 8 ) 76 ) ) 2 ) ) )
145,( == ( * ( / ( min ( + ( * v0 32 ) ( * ( * ( + ( / v1 63 ) ( * v2 2 ) ) 2 ) 32 ) ) ( + ( * ( min ( * ( min ( / ( min ( + ( * v0 4 ) ( * ( * ( + ( / v1 63 ) ( * v2 2 ) ) 2 ) 4 ) ) ( + ( * ( min ( / ( - ( + v3 v1 ) 1 ) 63 ) ( + ( + ( / v1 63 ) ( * v2 2 ) ) 1 ) ) 8 ) 4 ) ) 4 ) ( + v0 ( * ( + ( / v1 63 ) ( * v2 2 ) ) 2 ) ) ) 4 ) ( + ( * ( min ( / ( - ( + v3 v1 ) 1 ) 63 ) ( + ( + ( / v1 63 ) ( * v2 2 ) ) 1 ) ) 8 ) 4 ) ) 8 ) 28 ) ) 4 ) 4 ) ( min ( + ( * v0 32 ) ( * ( * ( + ( / v1 63 ) ( * v2 2 ) ) 2 ) 32 ) ) ( + ( * ( min ( * ( min ( / ( min ( + ( * v0 4 ) ( * ( * ( + ( / v1 63 ) ( * v2 2 ) ) 2 ) 4 ) ) ( + ( * ( min ( / ( - ( + v3 v1 ) 1 ) 63 ) ( + ( + ( / v1 63 ) ( * v2 2 ) ) 1 ) ) 8 ) 4 ) ) 4 ) ( + v0 ( * ( + ( / v1 63 ) ( * v2 2 ) ) 2 ) ) ) 4 ) ( + ( * ( min ( / ( - ( + v3 v1 ) 1 ) 63 ) ( + ( + ( / v1 63 ) ( * v2 2 ) ) 1 ) ) 8 ) 4 ) ) 8 ) 28 ) ) )
146,( == ( min ( max v0 0 ) ( + ( * v1 4 ) 2 ) ) ( min ( max v0 0 ) ( + ( * v1 4 ) 2 ) ) )
147,( >= ( - ( + ( * v0 32 ) ( + v1 v2 ) ) 1 ) ( - ( + ( - ( + ( * v0 32 ) ( + v1 v2 ) ) 1 ) 37 ) 1 ) )
148,( == ( + ( max ( * v0 16 ) 47 ) ( * v1 4 ) ) ( + ( max ( * v0 16 ) 47 ) ( * v1 4 ) ) )
149,( == ( * ( / ( * ( / v0 ( + ( / v1 128 ) 1 ) ) 32 ) 2 ) 2 ) ( * ( / v0 ( + ( / v1 128 ) 1 ) ) 32 ) )
150,( == ( * ( / ( * ( % v0 ( / ( + v1 67 ) 64 ) ) -256 ) 16 ) 16 ) ( * ( % v0 ( / ( + v1 67 ) 64 ) ) -256 ) )
151,( == ( + ( * v0 16 ) ( + ( / ( + v1 v2 ) 4 ) ( * v3 8 ) ) ) ( + ( * v0 16 ) ( + ( / ( + v1 v2 ) 4 ) ( * v3 8 ) ) ) )
152,( == ( min ( + ( min ( * v0 56 ) 164 ) v1 ) ( + ( * v2 32 ) 60 ) ) ( min ( + ( min ( * v0 56 ) 164 ) v1 ) ( + ( * v2 32 ) 60 ) ) )
153,( <= ( max ( + ( min ( min ( min ( / ( - ( - ( + v2 v3 ) ( max ( * ( min ( / v1 4 ) 500 ) 4 ) 1 ) ) 3 ) 4 ) ( / ( + ( - ( max ( min ( * ( / ( + v1 255 ) 4 ) 4 ) 1995 ) -4 ) ( max ( * ( min ( / v1 4 ) 500 ) 4 ) 1 ) ) 2 ) 4 ) ) ( / ( - ( min ( + ( max ( min ( * ( / ( + v1 255 ) 4 ) 4 ) 1995 ) -4 ) 2 ) ( + v2 v3 ) ) ( max ( * ( min ( / v1 4 ) 500 ) 4 ) 1 ) ) 4 ) ) ( - ( + 0 ( / ( + v4 9 ) 4 ) ) 1 ) ) 1 ) ( min ( max ( + ( / ( - v3 ( max ( * ( min ( / v1 4 ) 500 ) 4 ) 1 ) ) 4 ) 1 ) 0 ) ( + ( / ( + v4 9 ) 4 ) 0 ) ) ) ( min ( max ( + ( / ( - v3 ( max ( * ( min ( / v1 4 ) 500 ) 4 ) 1 ) ) 4 ) 1 ) 0 ) ( + ( / ( + v4 9 ) 4 ) 0 ) ) )
154,( == ( + ( * v0 508 ) ( + ( max ( min ( + v1 v2 ) 1999 ) 9 ) ( * v3 4 ) ) ) ( + ( * v0 508 ) ( + ( max ( min ( + v1 v2 ) 1999 ) 9 ) ( * v3 4 ) ) ) )
155,( == ( max ( - ( / v0 4 ) 30 ) ( + ( / ( - v0 113 ) 4 ) ( * v1 16 ) ) ) ( max ( - ( / v0 4 ) 30 ) ( + ( / ( - v0 113 ) 4 ) ( * v1 16 ) ) ) )
156,( == ( min ( - ( - ( / ( - ( + v0 v1 ) 1 ) 65 ) ( / v1 65 ) ) 15 ) v2 ) ( min ( - ( - ( / ( - ( + v0 v1 ) 1 ) 65 ) ( / v1 65 ) ) 15 ) v2 ) )
157,( == ( - ( max ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) 249 ) 0 ) ( + ( * v2 16 ) v3 ) ) ( - ( max ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) 249 ) 0 ) ( + ( * v2 16 ) v3 ) ) )
158,( == ( - ( min ( * ( max ( + v0 v1 ) -1 ) 4 ) -1 ) 9 ) ( - ( + ( - ( min ( * ( max ( + v0 v1 ) -1 ) 4 ) -1 ) 9 ) ( - 12 ( min ( * ( max ( + v0 v1 ) -1 ) 4 ) -1 ) ) ) 1 ) )
159,( >= ( + ( * ( - ( max ( min v0 121 ) -128 ) ( max ( min v0 249 ) 0 ) ) 8 ) 1080 ) 0 )
160,( == ( min ( max ( - ( / ( - v0 1 ) 4 ) ( min ( / v1 4 ) 0 ) ) -1 ) v2 ) ( min ( max ( - ( / ( - v0 1 ) 4 ) ( min ( / v1 4 ) 0 ) ) -1 ) v2 ) )
161,( == ( min ( max ( / ( + ( - v0 ( max ( min v1 1999 ) 0 ) ) 3 ) 4 ) 0 ) ( / ( + v2 3 ) 4 ) ) ( min ( max ( / ( + ( - v0 ( max ( min v1 1999 ) 0 ) ) 3 ) 4 ) 0 ) ( / ( + v2 3 ) 4 ) ) )
162,( >= ( - ( min ( * ( max v0 -30 ) 16 ) 61 ) 65 ) ( - ( + ( - ( min ( * ( max v0 -30 ) 16 ) 61 ) 65 ) ( - 70 ( min ( * ( max v0 -30 ) 16 ) 61 ) ) ) 1 ) )
163,( == ( + ( * v0 6 ) ( + ( * ( + ( * v1 76 ) v2 ) 2 ) v3 ) ) ( + ( * v0 6 ) ( + ( * ( + ( * v1 76 ) v2 ) 2 ) v3 ) ) )
164,( == ( min ( max ( max ( min ( - ( / ( - ( + v0 v1 ) 1 ) 4 ) ( * ( / ( - ( min ( * ( / v2 65 ) 64 ) 4 ) 6 ) 32 ) 8 ) ) ( - ( min ( - ( / ( + v0 v1 ) 4 ) ( * ( / ( - ( min ( * ( / v2 65 ) 64 ) 4 ) 6 ) 32 ) 8 ) ) ( + ( * ( - ( / ( + ( max ( * ( / ( + ( + v3 v2 ) 64 ) 65 ) 64 ) 1975 ) 40 ) 32 ) ( / ( - ( min ( * ( / v2 65 ) 64 ) 4 ) 6 ) 32 ) ) 8 ) 8 ) ) 1 ) ) ( - ( / ( - v1 1 ) 4 ) ( * ( / ( - ( min ( * ( / v2 65 ) 64 ) 4 ) 6 ) 32 ) 8 ) ) ) -1 ) ( + ( * v4 8 ) 7 ) ) ( min ( max ( max ( min ( - ( / ( - ( + v0 v1 ) 1 ) 4 ) ( * ( / ( - ( min ( * ( / v2 65 ) 64 ) 4 ) 6 ) 32 ) 8 ) ) ( - ( min ( - ( / ( + v0 v1 ) 4 ) ( * ( / ( - ( min ( * ( / v2 65 ) 64 ) 4 ) 6 ) 32 ) 8 ) ) ( + ( * ( - ( / ( + ( max ( * ( / ( + ( + v3 v2 ) 64 ) 65 ) 64 ) 1975 ) 40 ) 32 ) ( / ( - ( min ( * ( / v2 65 ) 64 ) 4 ) 6 ) 32 ) ) 8 ) 8 ) ) 1 ) ) ( - ( / ( - v1 1 ) 4 ) ( * ( / ( - ( min ( * ( / v2 65 ) 64 ) 4 ) 6 ) 32 ) 8 ) ) ) -1 ) ( + ( * v4 8 ) 7 ) ) )
165,( == ( min ( + ( min ( + ( / v0 8 ) ( * ( / ( + ( - v1 ( / v0 8 ) ) 5 ) 8 ) 8 ) ) ( + v1 5 ) ) ( + ( min ( - v1 ( / v0 8 ) ) -2 ) ( * ( min ( / ( + ( - v1 ( / v0 8 ) ) 5 ) 4 ) 1 ) 4 ) ) ) v1 ) ( min ( + ( min ( + ( / v0 8 ) ( * ( / ( + ( - v1 ( / v0 8 ) ) 5 ) 8 ) 8 ) ) ( + v1 5 ) ) ( + ( min ( - v1 ( / v0 8 ) ) -2 ) ( * ( min ( / ( + ( - v1 ( / v0 8 ) ) 5 ) 4 ) 1 ) 4 ) ) ) v1 ) )
166,( == ( / ( + ( - ( max ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) 249 ) 0 ) ( max ( min ( / v1 8 ) 249 ) 0 ) ) 19 ) 9 ) ( / ( + ( - ( max ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) 249 ) 0 ) ( max ( min ( / v1 8 ) 249 ) 0 ) ) 19 ) 9 ) )
167,( == ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 440 ) 63 ) 8 ) 246 ) -3 ) ( max ( min ( * ( / v1 63 ) 8 ) 310 ) 61 ) ) 133 ) 64 ) ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 440 ) 63 ) 8 ) 246 ) -3 ) ( max ( min ( * ( / v1 63 ) 8 ) 310 ) 61 ) ) 133 ) 64 ) )
168,( == ( min ( + ( * v0 116 ) v1 ) ( + ( min ( * v2 8 ) 1885 ) 114 ) ) ( min ( + ( * v0 116 ) v1 ) ( + ( min ( * v2 8 ) 1885 ) 114 ) ) )
169,( == ( + ( / ( max ( * ( max ( min ( / v0 2 ) 1006 ) 7 ) 8 ) 115 ) 4 ) ( * v1 8 ) ) ( + ( / ( max ( * ( max ( min ( / v0 2 ) 1006 ) 7 ) 8 ) 115 ) 4 ) ( * v1 8 ) ) )
170,( == ( max ( / ( + ( min ( - ( max ( min ( / ( + ( + v0 v1 ) 15 ) 8 ) 249 ) 0 ) ( max ( min ( / v1 8 ) 254 ) 5 ) ) v2 ) 9 ) 4 ) v3 ) ( max ( / ( + ( min ( - ( max ( min ( / ( + ( + v0 v1 ) 15 ) 8 ) 249 ) 0 ) ( max ( min ( / v1 8 ) 254 ) 5 ) ) v2 ) 9 ) 4 ) v3 ) )
171,( >= ( + v0 v1 ) ( - ( + ( + v0 v1 ) 127 ) 1 ) )
172,( == ( + ( min ( * ( / v0 16 ) 8 ) 4 ) ( * v1 508 ) ) ( + ( min ( * ( / v0 16 ) 8 ) 4 ) ( * v1 508 ) ) )
173,( == ( min ( * ( / ( max ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) 249 ) 0 ) 8 ) 8 ) ( + v2 111 ) ) ( min ( * ( / ( max ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) 249 ) 0 ) 8 ) 8 ) ( + v2 111 ) ) )
174,( == ( - ( + ( / v0 32 ) v1 ) ( min ( - ( / ( + ( + v2 v0 ) 127 ) 32 ) ( * v3 37 ) ) ( + ( / v0 32 ) 29 ) ) ) ( - ( + ( / v0 32 ) v1 ) ( min ( - ( / ( + ( + v2 v0 ) 127 ) 32 ) ( * v3 37 ) ) ( + ( / v0 32 ) 29 ) ) ) )
175,( == ( / ( + ( - ( / ( + ( + v0 v1 ) 64 ) 65 ) ( / v1 65 ) ) 6 ) 4 ) ( / ( + ( - ( / ( + ( + v0 v1 ) 64 ) 65 ) ( / v1 65 ) ) 6 ) 4 ) )
176,( == ( + ( max ( min v0 999 ) 0 ) ( * v1 64 ) ) ( + ( max ( min v0 999 ) 0 ) ( * v1 64 ) ) )
177,( == ( min ( * v0 8 ) ( + ( + ( * v1 1008 ) v2 ) 992 ) ) ( min ( * v0 8 ) ( + ( + ( * v1 1008 ) v2 ) 992 ) ) )
178,( == ( - ( min ( + v0 247 ) v1 ) ( + ( * v2 4 ) ( + ( * v3 128 ) v0 ) ) ) ( - ( min ( + v0 247 ) v1 ) ( + ( * v2 4 ) ( + ( * v3 128 ) v0 ) ) ) )
179,( == ( min ( / ( - ( + v0 v1 ) 1 ) 32 ) ( + ( + ( / v1 32 ) ( * ( / v2 12 ) 12 ) ) 11 ) ) ( min ( / ( - ( + v0 v1 ) 1 ) 32 ) ( + ( + ( / v1 32 ) ( * ( / v2 12 ) 12 ) ) 11 ) ) )
180,( == ( + ( / v0 32 ) ( * v1 5 ) ) ( + ( / v0 32 ) ( * v1 5 ) ) )
