ID,Expression
80,( == ( max ( - 908 ( * ( max ( min ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 7 ) 8 ) 2 ) 497 ) -2 ) ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ) 237 ) 228 ) 4 ) ) ( + ( * ( max ( min v2 -228 ) -237 ) 4 ) 908 ) ) ( max ( - 908 ( * ( max ( min ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 7 ) 8 ) 2 ) 497 ) -2 ) ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ) 237 ) 228 ) 4 ) ) ( + ( * ( max ( min v2 -228 ) -237 ) 4 ) 908 ) ) )
81,( == ( - ( * v0 8 ) 1 ) ( - ( + ( - ( * v0 8 ) 1 ) 13 ) 1 ) )
82,( != ( / ( + ( * v0 8 ) 29 ) 17 ) 0 )
83,( >= ( - ( + v0 v1 ) 8 ) ( - ( + ( - ( + v0 v1 ) 8 ) 134 ) 1 ) )
84,( == ( - v0 ( * ( / v1 4 ) 4 ) ) ( - v0 ( * ( / v1 4 ) 4 ) ) )
85,( == ( min ( max ( - v0 7 ) v1 ) ( + ( + ( min v2 120 ) v0 ) 5 ) ) ( min ( max ( - v0 7 ) v1 ) ( + ( + ( min v2 120 ) v0 ) 5 ) ) )
86,( == ( * ( / ( + ( max ( min ( * ( min ( + ( min ( * v4 8 ) 13 ) ( + ( + ( / v3 8 ) ( * v5 16 ) ) 2 ) ) ( / ( + ( + v2 v3 ) 7 ) 8 ) ) 2 ) 497 ) -2 ) ( * ( max ( min ( * ( min ( + ( min ( * v4 8 ) 13 ) ( + ( + ( / v3 8 ) ( * v5 16 ) ) 2 ) ) ( / ( + ( + v2 v3 ) 7 ) 8 ) ) 2 ) 513 ) 14 ) -1 ) ) 4 ) 4 ) ( + ( max ( min ( * ( min ( + ( min ( * v4 8 ) 13 ) ( + ( + ( / v3 8 ) ( * v5 16 ) ) 2 ) ) ( / ( + ( + v2 v3 ) 7 ) 8 ) ) 2 ) 497 ) -2 ) ( * ( max ( min ( * ( min ( + ( min ( * v4 8 ) 13 ) ( + ( + ( / v3 8 ) ( * v5 16 ) ) 2 ) ) ( / ( + ( + v2 v3 ) 7 ) 8 ) ) 2 ) 513 ) 14 ) -1 ) ) )
87,( == 0 ( - ( + 0 ( - 253 ( max ( min ( * v0 32 ) 253 ) 221 ) ) ) 1 ) )
88,( == 0 ( - ( + 0 ( + ( * ( - v0 v1 ) 2 ) 2 ) ) 1 ) )
89,( == ( min ( * v0 32 ) ( - v1 32 ) ) ( min ( * v0 32 ) ( - v1 32 ) ) )
90,( == ( min ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 125 ) 8 ) 113 ) -11 ) ( + v2 19 ) ) ( min ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 125 ) 8 ) 113 ) -11 ) ( + v2 19 ) ) )
91,( == ( min ( max ( * ( + ( * v0 8 ) v1 ) 4 ) v2 ) ( + ( * ( + ( * v0 8 ) v1 ) 4 ) 32 ) ) ( min ( max ( * ( + ( * v0 8 ) v1 ) 4 ) v2 ) ( + ( * ( + ( * v0 8 ) v1 ) 4 ) 32 ) ) )
92,( == ( - ( + ( * v0 68 ) ( + v1 v2 ) ) 10 ) ( - ( + ( - ( + ( * v0 68 ) ( + v1 v2 ) ) 10 ) ( - 143 ( max ( * v0 68 ) 67 ) ) ) 1 ) )
93,( < ( + ( + ( * v0 8 ) v1 ) 4 ) ( - ( + ( * v0 8 ) ( + v1 1 ) ) 1 ) )
94,( <= ( max ( + ( min ( min ( min ( min ( min ( + ( / ( - 2006 v3 ) 4 ) ( * v4 -252 ) ) ( - ( / ( + v7 14 ) 4 ) ( * v4 252 ) ) ) ( - ( / ( + v7 14 ) 4 ) ( * v4 252 ) ) ) ( / ( + ( - ( min ( + v5 v6 ) ( + ( min ( + v3 v7 ) 1992 ) 8 ) ) ( + ( * v4 1008 ) v3 ) ) 6 ) 4 ) ) ( / ( + ( - ( min ( + v5 v6 ) ( + ( min ( + v3 v7 ) 1995 ) 5 ) ) ( + ( * v4 1008 ) v3 ) ) 9 ) 4 ) ) ( - ( + 0 ( / ( + ( min v8 993 ) 21 ) 4 ) ) 1 ) ) 1 ) ( min ( max ( max ( max ( + ( + ( / ( - 6 v3 ) 4 ) ( * v4 -252 ) ) 1 ) ( + ( + ( / ( - 9 v3 ) 4 ) ( * v4 -252 ) ) 1 ) ) ( max ( / ( + ( - v6 ( + ( * v4 1008 ) v3 ) ) 13 ) 4 ) ( + ( + ( / ( - 9 v3 ) 4 ) ( * v4 -252 ) ) 1 ) ) ) 0 ) ( + ( / ( + ( min v8 993 ) 21 ) 4 ) 0 ) ) ) ( min ( max ( max ( max ( + ( + ( / ( - 6 v3 ) 4 ) ( * v4 -252 ) ) 1 ) ( + ( + ( / ( - 9 v3 ) 4 ) ( * v4 -252 ) ) 1 ) ) ( max ( / ( + ( - v6 ( + ( * v4 1008 ) v3 ) ) 13 ) 4 ) ( + ( + ( / ( - 9 v3 ) 4 ) ( * v4 -252 ) ) 1 ) ) ) 0 ) ( + ( / ( + ( min v8 993 ) 21 ) 4 ) 0 ) ) )
95,( == ( + ( min ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 7 ) 8 ) 2 ) 497 ) -2 ) ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ) v2 ) 3 ) ( + ( min ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 7 ) 8 ) 2 ) 497 ) -2 ) ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ) v2 ) 3 ) )
96,( == ( + ( / ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( / v1 8 ) ) 8 ) 1 ) ( + ( / ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( / v1 8 ) ) 8 ) 1 ) )
97,( == ( * ( / ( max ( min ( + ( * v1 -500 ) ( + ( * ( max ( / ( + v2 4 ) 500 ) 0 ) -500 ) ( - ( max ( * v3 4 ) -3 ) ( min ( * ( / v4 4 ) 4 ) 1999 ) ) ) ) 496 ) -8 ) 4 ) 4 ) ( max ( min ( + ( * v1 -500 ) ( + ( * ( max ( / ( + v2 4 ) 500 ) 0 ) -500 ) ( - ( max ( * v3 4 ) -3 ) ( min ( * ( / v4 4 ) 4 ) 1999 ) ) ) ) 496 ) -8 ) )
98,( == ( - ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( * v2 126 ) ) ( / v1 8 ) ) ( - ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( * v2 126 ) ) ( / v1 8 ) ) )
99,( == ( + ( max ( min ( + ( * v0 8 ) ( + v1 v2 ) ) 1999 ) 0 ) ( * v3 4 ) ) ( + ( max ( min ( + ( * v0 8 ) ( + v1 v2 ) ) 1999 ) 0 ) ( * v3 4 ) ) )
100,( <= ( max 0 ( + ( min ( min ( - ( / ( - ( + v3 v4 ) ( max ( min v5 1999 ) 0 ) ) 4 ) 1 ) ( / ( - ( max ( min ( + ( * v0 4 ) v1 ) ( - ( min ( + v2 v1 ) 2000 ) 4 ) ) -3 ) ( max ( min ( + ( * v0 4 ) v1 ) ( - ( min ( + v2 v1 ) 2003 ) 4 ) ) 0 ) ) 4 ) ) ( - ( + 0 ( / ( + v6 7 ) 4 ) ) 1 ) ) 1 ) ) 0 )
101,( <= ( + ( * ( max ( - ( max ( min ( * ( + ( * v0 32 ) v1 ) 2 ) 491 ) -8 ) ( max ( min ( * ( + ( * v0 32 ) v1 ) 2 ) 499 ) 0 ) ) ( - ( max ( min ( * ( + ( * ( + ( * v0 8 ) v2 ) 4 ) v1 ) 2 ) 491 ) -8 ) ( max ( min ( * ( + ( * ( + ( * v0 8 ) v2 ) 4 ) v1 ) 2 ) 499 ) 0 ) ) ) 4 ) 43 ) 1024 )
102,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + v0 v1 ) 0 ) ( - ( + v0 v1 ) 9 ) ) ) ( >= ( + ( + v0 v1 ) 3 ) ( + v0 v1 ) ) ) ( <= ( - ( + ( * v2 128 ) v3 ) 6 ) ( - ( + ( * v2 128 ) v3 ) 6 ) ) ) ( >= ( + ( + ( * v2 128 ) v3 ) 130 ) ( + ( + ( * v2 128 ) v3 ) 130 ) ) ) ( <= 0 0 ) ) ( >= 2 2 ) )
103,( == ( min ( / ( - ( + v0 v1 ) 1 ) 4 ) ( + v2 124 ) ) ( min ( / ( - ( + v0 v1 ) 1 ) 4 ) ( + v2 124 ) ) )
104,( == ( + ( + ( max ( * v0 125 ) -1 ) v1 ) v2 ) ( + ( + ( max ( * v0 125 ) -1 ) v1 ) v2 ) )
105,( && ( && ( && ( && ( && ( && 1 ( <= ( + 0 ( + ( + ( * v0 4 ) v1 ) 3 ) ) ( - ( + ( * v0 4 ) v1 ) 2 ) ) ) ( >= ( + 3 ( + ( + ( * v0 4 ) v1 ) 3 ) ) ( + ( + ( * v0 4 ) v1 ) 6 ) ) ) ( <= ( - v2 2 ) ( - v2 2 ) ) ) ( >= ( + v2 127 ) ( + v2 127 ) ) ) ( <= 0 0 ) ) ( >= 0 0 ) )
106,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * 0 4 ) v0 ) 0 ) ( + ( + ( * 0 4 ) v0 ) 0 ) ) ) ( >= ( + ( + ( * 124 4 ) v0 ) 3 ) ( + ( + ( * 124 4 ) v0 ) 3 ) ) ) ( <= ( + ( + ( min ( * v1 63 ) 62 ) v2 ) v3 ) ( + ( + ( min ( * v1 63 ) 62 ) v2 ) v3 ) ) ) ( >= ( + ( + ( min ( * v1 63 ) 62 ) v2 ) v3 ) ( + ( + ( min ( * v1 63 ) 62 ) v2 ) v3 ) ) ) ( <= v4 v4 ) ) ( >= v4 v4 ) )
107,( == ( min ( / ( - ( + v0 v1 ) 1 ) 4 ) ( + v2 247 ) ) ( min ( / ( - ( + v0 v1 ) 1 ) 4 ) ( + v2 247 ) ) )
108,( < ( - ( + ( + ( + ( * v0 33 ) v1 ) v2 ) v3 ) 5 ) ( - ( + ( + ( + ( * v0 33 ) v1 ) ( + v2 1 ) ) v3 ) 5 ) )
109,( && ( && ( && ( && ( && ( && 1 ( <= ( + v0 0 ) ( + 0 v0 ) ) ) ( >= ( + v0 3 ) ( + ( - ( + 4 0 ) 1 ) v0 ) ) ) ( <= ( + ( + ( min ( * v1 4 ) 121 ) v2 ) v3 ) ( + ( + ( min ( * v1 4 ) 121 ) v2 ) v3 ) ) ) ( >= ( + ( + ( min ( * v1 4 ) 121 ) v2 ) v3 ) ( + ( + ( min ( * v1 4 ) 121 ) v2 ) v3 ) ) ) ( <= v4 v4 ) ) ( >= v4 v4 ) )
110,( == ( min ( + ( + ( / v0 4 ) ( * v1 4 ) ) 4 ) v2 ) ( min ( + ( + ( / v0 4 ) ( * v1 4 ) ) 4 ) v2 ) )
111,( == ( + ( / ( - -28 ( % ( + ( min ( * v0 32 ) 93 ) ( + ( min ( * v1 125 ) ( - v2 125 ) ) v3 ) ) 4 ) ) 4 ) ( * v4 4 ) ) ( + ( / ( - -28 ( % ( + ( min ( * v0 32 ) 93 ) ( + ( min ( * v1 125 ) ( - v2 125 ) ) v3 ) ) 4 ) ) 4 ) ( * v4 4 ) ) )
112,( == ( * ( / ( * ( min ( + ( * v0 32 ) ( - ( / ( + v1 ( min ( * v2 500 ) ( - v3 500 ) ) ) 8 ) 5 ) ) ( / ( + ( + v1 ( min ( * v2 500 ) ( - v3 500 ) ) ) 515 ) 8 ) ) -8 ) 8 ) 8 ) ( * ( min ( + ( * v0 32 ) ( - ( / ( + v1 ( min ( * v2 500 ) ( - v3 500 ) ) ) 8 ) 5 ) ) ( / ( + ( + v1 ( min ( * v2 500 ) ( - v3 500 ) ) ) 515 ) 8 ) ) -8 ) )
113,( == ( - ( / ( + v0 27 ) 4 ) ( / v1 4 ) ) ( - ( / ( + v0 27 ) 4 ) ( / v1 4 ) ) )
114,( == ( - 4 ( * ( + ( * v0 4 ) v1 ) 2 ) ) ( - 509 ( * ( + ( * v0 4 ) v1 ) 2 ) ) )
115,( <= ( max 0 ( + ( min 1 ( - ( + 0 ( / ( + ( % v0 4 ) 1499 ) 500 ) ) 1 ) ) 1 ) ) 0 )
116,( == ( + ( / ( + v0 v1 ) 8 ) ( / ( + ( % ( + v0 v1 ) 8 ) 132 ) 8 ) ) ( + ( / ( + v0 v1 ) 8 ) ( / ( + ( % ( + v0 v1 ) 8 ) 132 ) 8 ) ) )
117,( == ( + ( * v0 16 ) ( + ( * v1 8 ) v2 ) ) ( + ( * v0 16 ) ( + ( * v1 8 ) v2 ) ) )
118,( < ( + v0 1 ) ( - ( + v0 1 ) 5 ) )
119,( == ( + ( min v0 -7 ) ( + ( / v1 4 ) ( + ( * ( / ( + ( min ( + ( * v2 -252 ) v3 ) 251 ) 10 ) 68 ) 68 ) ( * v2 252 ) ) ) ) ( + ( min v0 -7 ) ( + ( / v1 4 ) ( + ( * ( / ( + ( min ( + ( * v2 -252 ) v3 ) 251 ) 10 ) 68 ) 68 ) ( * v2 252 ) ) ) ) )
120,( == 0 ( - ( + 0 ( - 20 ( * ( max ( min ( + ( * v0 5 ) v1 ) 10 ) 9 ) 2 ) ) ) 1 ) )
121,( < ( + ( + ( + ( * v0 63 ) v1 ) v2 ) 3 ) ( - ( + ( + ( * v0 63 ) v1 ) ( + v2 1 ) ) 2 ) )
122,( <= ( max ( / ( + ( % v0 8 ) 15 ) 8 ) ( + ( - ( / ( + ( + ( min ( * v1 8 ) 14 ) v0 ) 7 ) 8 ) ( min ( / ( + ( min ( * v1 8 ) 14 ) v0 ) 8 ) ( + ( / ( + v0 7 ) 8 ) v1 ) ) ) 1 ) ) 1024 )
123,( < ( + ( + ( min ( * v0 32 ) 93 ) ( + ( * v1 8 ) v2 ) ) v3 ) ( + ( + ( min ( * v0 32 ) 93 ) ( + ( * v1 8 ) ( + v2 1 ) ) ) v3 ) )
124,( < ( + ( + ( + ( * v0 4 ) v1 ) v2 ) 5 ) ( + ( + ( * v0 4 ) ( + v1 1 ) ) v2 ) )
125,( != ( + v0 3 ) 0 )
126,( && ( && ( && ( && ( && ( && 1 ( <= 0 0 ) ) ( >= 0 0 ) ) ( <= ( + ( + ( * 0 4 ) ( + ( / v0 4 ) ( * v1 4 ) ) ) 0 ) ( + 0 ( + ( / v0 4 ) ( * v1 4 ) ) ) ) ) ( >= ( + ( + ( * 0 4 ) ( + ( / v0 4 ) ( * v1 4 ) ) ) 3 ) ( + ( - ( + 4 0 ) 1 ) ( + ( / v0 4 ) ( * v1 4 ) ) ) ) ) ( <= ( + ( * v2 104 ) 0 ) ( + ( * v2 104 ) 0 ) ) ) ( >= ( + ( * v2 104 ) ( - ( + 104 0 ) 1 ) ) ( + ( * v2 104 ) ( - ( + 104 0 ) 1 ) ) ) )
127,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * v0 4 ) v1 ) 0 ) ( + ( + ( * v0 4 ) 0 ) v1 ) ) ) ( >= ( + ( + ( * v0 4 ) v1 ) 3 ) ( + ( + ( * v0 4 ) ( - ( + 4 0 ) 1 ) ) v1 ) ) ) ( <= v2 v2 ) ) ( >= v2 v2 ) ) ( <= 0 0 ) ) ( >= 0 0 ) )
128,( && ( && ( && ( && ( && ( && 1 ( <= ( + -5 v0 ) ( + -5 v0 ) ) ) ( >= ( + ( - ( - 6 5 ) 1 ) v0 ) ( + ( - ( - 6 5 ) 1 ) v0 ) ) ) ( <= ( + -5 v1 ) ( + -5 v1 ) ) ) ( >= ( + ( - ( - 6 5 ) 1 ) v1 ) ( + ( - ( - 6 5 ) 1 ) v1 ) ) ) ( <= ( + ( * v2 4 ) 0 ) ( * v2 4 ) ) ) ( >= ( + ( * v2 4 ) 3 ) ( + ( min ( * v2 4 ) 5 ) 3 ) ) )
129,( < ( + ( * v0 16 ) ( + ( * v1 2 ) v2 ) ) ( + ( * v0 16 ) ( + ( * v1 2 ) ( + v2 1 ) ) ) )
130,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + ( + ( * 0 4 ) 0 ) ( + ( min v0 4 ) v1 ) ) 4 ) ( + 0 ( - ( + ( min v0 4 ) v1 ) 4 ) ) ) ) ( >= ( - ( + ( + ( * 249 4 ) 3 ) ( + ( * ( / ( - ( max v0 4 ) 1 ) 1000 ) 1000 ) ( + ( min v0 4 ) v1 ) ) ) 4 ) ( + ( - ( + 4 0 ) 1 ) ( - ( + v0 v1 ) 4 ) ) ) ) ( <= ( + ( min ( * v2 63 ) 62 ) v3 ) ( + ( + ( min ( * v2 63 ) 62 ) 0 ) v3 ) ) ) ( >= ( + ( + ( min ( * v2 63 ) 62 ) v3 ) 62 ) ( + ( + ( min ( * v2 63 ) 62 ) ( - ( + 63 0 ) 1 ) ) v3 ) ) ) ( <= v4 v4 ) ) ( >= v4 v4 ) )
131,( <= ( max ( + ( min ( min ( min ( min ( min ( min ( min 0 1 ) 1 ) ( / ( - 1935 v3 ) 64 ) ) ( / ( - 1935 v3 ) 64 ) ) ( min ( / ( - ( - ( min ( + v1 v2 ) 2000 ) v3 ) 65 ) 64 ) 0 ) ) ( min ( / ( + ( - ( min ( + v1 v2 ) 2000 ) v3 ) 1 ) 64 ) 1 ) ) ( - ( + 0 2 ) 1 ) ) 1 ) ( min ( max ( max ( max ( max ( - -1 ( / v3 64 ) ) ( / ( + ( - ( max v2 0 ) v3 ) 65 ) 64 ) ) ( / ( - 65 v3 ) 64 ) ) ( / ( - 65 v3 ) 64 ) ) 0 ) ( + 2 0 ) ) ) ( min ( max ( max ( max ( max ( - -1 ( / v3 64 ) ) ( / ( + ( - ( max v2 0 ) v3 ) 65 ) 64 ) ) ( / ( - 65 v3 ) 64 ) ) ( / ( - 65 v3 ) 64 ) ) 0 ) ( + 2 0 ) ) )
132,( == ( min ( + ( / v0 8 ) ( + ( min ( + ( * v1 -8 ) v2 ) 3 ) ( * ( / ( min ( + ( * v1 8 ) 7 ) v2 ) 4 ) 4 ) ) ) v3 ) ( min ( + ( / v0 8 ) ( + ( min ( + ( * v1 -8 ) v2 ) 3 ) ( * ( / ( min ( + ( * v1 8 ) 7 ) v2 ) 4 ) 4 ) ) ) v3 ) )
133,( && ( && ( && ( && ( && ( && 1 ( <= ( + 0 ( / ( - ( + ( min v0 4 ) v1 ) 36 ) 16 ) ) ( - ( + 0 ( / ( - ( + ( min v0 4 ) v1 ) 4 ) 16 ) ) 2 ) ) ) ( >= ( + 3 ( + ( / ( - ( + ( min v0 4 ) v1 ) 36 ) 16 ) ( * ( / ( + ( - ( + ( / ( + ( + ( min v0 4 ) v1 ) 44 ) 16 ) ( * ( / v2 4 ) 4 ) ) ( / ( - ( + ( min v0 4 ) v1 ) 36 ) 16 ) ) 3 ) 4 ) 4 ) ) ) ( + ( + 3 ( + ( / ( - ( + ( min v0 4 ) v1 ) 4 ) 16 ) ( * ( / v2 4 ) 4 ) ) ) 3 ) ) ) ( <= ( - ( max ( * ( / v3 125 ) 8 ) ( + ( * v4 8 ) 5 ) ) 1 ) ( + -2 ( + ( * v4 8 ) 1 ) ) ) ) ( >= ( + ( * v4 8 ) 11 ) ( + 3 ( + ( * v4 8 ) 8 ) ) ) ) ( <= 0 0 ) ) ( >= 63 63 ) )
134,( == ( / ( + v0 512 ) 504 ) ( / ( + v0 512 ) 504 ) )
135,( <= ( max 0 ( + ( min ( / ( + ( % ( + ( min ( * v0 667 ) ( - v1 667 ) ) v2 ) 8 ) 650 ) 32 ) ( - ( + 0 22 ) 1 ) ) 1 ) ) 0 )
136,( == ( + ( * v0 1000 ) ( + ( * ( + ( / v1 4 ) v2 ) 4 ) ( + ( * v3 2 ) v4 ) ) ) ( + ( * v0 1000 ) ( + ( * ( + ( / v1 4 ) v2 ) 4 ) ( + ( * v3 2 ) v4 ) ) ) )
137,( == ( + ( * v0 504 ) ( + ( * v1 4 ) v2 ) ) ( + ( * v0 504 ) ( + ( * v1 4 ) v2 ) ) )
138,( && ( && ( && ( && ( && ( && 1 ( <= v0 v0 ) ) ( >= v0 v0 ) ) ( <= ( + ( + ( * 0 4 ) ( + ( / v1 4 ) ( * v2 4 ) ) ) 0 ) ( + 0 ( + ( / v1 4 ) ( * v2 4 ) ) ) ) ) ( >= ( + ( + ( * 0 4 ) ( + ( / v1 4 ) ( * v2 4 ) ) ) 3 ) ( + ( - ( + 4 0 ) 1 ) ( + ( / v1 4 ) ( * v2 4 ) ) ) ) ) ( <= ( + ( * v3 16 ) 0 ) ( + ( * v3 16 ) 0 ) ) ) ( >= ( + ( * v3 16 ) ( - ( + 16 0 ) 1 ) ) ( + ( * v3 16 ) ( - ( + 16 0 ) 1 ) ) ) )
139,( && ( && ( && ( && ( && ( && 1 ( <= ( + 0 ( - ( + ( min ( * v0 64 ) 440 ) v1 ) 10 ) ) ( - ( + 0 ( + ( min ( * v0 64 ) 440 ) v1 ) ) 10 ) ) ) ( >= ( + 3 ( + ( + ( min ( * v0 64 ) 440 ) v1 ) 66 ) ) ( + ( + ( - ( + 4 0 ) 1 ) ( + ( + ( min ( * v0 64 ) 440 ) v1 ) 64 ) ) ( - ( - 13 10 ) 1 ) ) ) ) ( <= v2 v2 ) ) ( >= v2 v2 ) ) ( <= v3 v3 ) ) ( >= v3 v3 ) )
140,( == 0 ( - ( + 0 ( + ( * ( max ( min v0 0 ) -1 ) 4 ) 4 ) ) 1 ) )
141,( == ( min ( + ( * ( / ( + ( - ( max ( * v0 4 ) -3 ) v1 ) 3 ) 32 ) 32 ) v1 ) ( + ( max ( * v0 4 ) -3 ) 4 ) ) ( min ( + ( * ( / ( + ( - ( max ( * v0 4 ) -3 ) v1 ) 3 ) 32 ) 32 ) v1 ) ( + ( max ( * v0 4 ) -3 ) 4 ) ) )
142,( < ( + ( + ( + ( * v0 63 ) v1 ) v2 ) 1 ) ( - ( + ( + ( * v0 63 ) v1 ) ( + v2 1 ) ) 2 ) )
143,( == ( min ( * v0 4 ) ( + ( * v1 4 ) 6 ) ) ( min ( * v0 4 ) ( + ( * v1 4 ) 6 ) ) )
144,( == ( min ( + ( * v0 128 ) 128 ) v1 ) ( min ( + ( * v0 128 ) 128 ) v1 ) )
145,( == ( min ( max ( max ( - ( max ( min v0 2001 ) 2 ) 2 ) v1 ) ( + v2 v1 ) ) ( + ( + ( max ( min v0 2001 ) 2 ) v3 ) 63 ) ) ( min ( max ( max ( - ( max ( min v0 2001 ) 2 ) 2 ) v1 ) ( + v2 v1 ) ) ( + ( + ( max ( min v0 2001 ) 2 ) v3 ) 63 ) ) )
146,( < ( - ( + v0 v1 ) 11 ) ( - ( + ( + v0 1 ) v1 ) 14 ) )
147,( == ( / ( + ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( / v1 8 ) ) 13 ) 8 ) ( / ( + ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( / v1 8 ) ) 13 ) 8 ) )
148,( < ( + ( * v0 4 ) v1 ) ( + ( * v0 4 ) ( + v1 1 ) ) )
149,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( * ( + ( + ( * v0 4 ) v1 ) 0 ) 4 ) 0 ) ( + ( * ( + ( + ( * v0 4 ) v1 ) 0 ) 4 ) 0 ) ) ) ( >= ( + ( * ( + ( + ( * v0 4 ) v1 ) 3 ) 4 ) 3 ) ( + ( * ( + ( + ( * v0 4 ) v1 ) ( - ( + 4 0 ) 1 ) ) 4 ) ( - ( + 4 0 ) 1 ) ) ) ) ( <= ( + ( * v2 4 ) v3 ) ( + ( * v2 4 ) v3 ) ) ) ( >= ( + ( * v2 4 ) v3 ) ( + ( * v2 4 ) v3 ) ) ) ( <= ( + ( * ( + ( * v4 2 ) v5 ) 2 ) v6 ) ( + ( * ( + ( * v4 2 ) v5 ) 2 ) v6 ) ) ) ( >= ( + ( * ( + ( * v4 2 ) v5 ) 2 ) v6 ) ( + ( * ( + ( * v4 2 ) v5 ) 2 ) v6 ) ) )
150,( == ( min ( / ( + ( + v0 v1 ) 3 ) 4 ) ( + ( + ( / v1 4 ) ( * v2 32 ) ) 31 ) ) ( min ( / ( + ( + v0 v1 ) 3 ) 4 ) ( + ( + ( / v1 4 ) ( * v2 32 ) ) 31 ) ) )
151,( == ( max ( / ( + ( - ( + v0 v1 ) ( + ( * v2 12 ) ( + ( * v3 336 ) ( + ( * v4 672 ) v1 ) ) ) ) 1 ) 4 ) ( + ( - ( / v0 4 ) ( * ( + ( * v4 56 ) ( + ( * v3 28 ) v2 ) ) 3 ) ) 1 ) ) ( max ( / ( + ( - ( + v0 v1 ) ( + ( * v2 12 ) ( + ( * v3 336 ) ( + ( * v4 672 ) v1 ) ) ) ) 1 ) 4 ) ( + ( - ( / v0 4 ) ( * ( + ( * v4 56 ) ( + ( * v3 28 ) v2 ) ) 3 ) ) 1 ) ) )
152,( == ( min ( + ( + ( + ( min ( + ( * v0 -336 ) ( + ( * v1 -672 ) v2 ) ) -11 ) ( * ( / ( + ( min ( + ( * ( + ( * v1 2 ) v0 ) 336 ) 331 ) v2 ) 14 ) 4 ) 4 ) ) v3 ) 4 ) v4 ) ( min ( + ( + ( + ( min ( + ( * v0 -336 ) ( + ( * v1 -672 ) v2 ) ) -11 ) ( * ( / ( + ( min ( + ( * ( + ( * v1 2 ) v0 ) 336 ) 331 ) v2 ) 14 ) 4 ) 4 ) ) v3 ) 4 ) v4 ) )
153,( == ( / ( + v0 999 ) 1000 ) ( / ( + v0 999 ) 1000 ) )
154,( < ( + ( + ( / v0 16 ) ( * v1 32 ) ) 34 ) ( - ( + ( / v0 16 ) ( * ( + v1 1 ) 32 ) ) 2 ) )
155,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * ( + ( * v0 4 ) v1 ) 4 ) v2 ) 0 ) ( + ( * ( + ( * v0 4 ) v1 ) 4 ) v2 ) ) ) ( >= ( + ( + ( * ( + ( * v0 4 ) v1 ) 4 ) v2 ) 3 ) ( + ( + ( * ( + ( * v0 4 ) v1 ) 4 ) 3 ) v2 ) ) ) ( <= ( + v3 v4 ) ( + v3 v4 ) ) ) ( >= ( + v3 v4 ) ( + v3 v4 ) ) ) ( <= v5 v5 ) ) ( >= v5 v5 ) )
156,( == 0 ( - ( + 0 ( + ( * v0 2 ) 52 ) ) 1 ) )
157,( == ( min ( max ( / ( + v0 3 ) 4 ) v1 ) ( + v1 16 ) ) ( min ( max ( / ( + v0 3 ) 4 ) v1 ) ( + v1 16 ) ) )
158,( == ( * ( / ( * ( % v0 ( + ( / v1 128 ) 1 ) ) -128 ) 4 ) 4 ) ( * ( % v0 ( + ( / v1 128 ) 1 ) ) -128 ) )
159,( == ( + ( * v0 128 ) ( + ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ( * v2 4 ) ) ) ( + ( * v0 128 ) ( + ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ( * v2 4 ) ) ) )
160,( <= ( max ( + ( min ( - ( + v1 v2 ) 1 ) ( - ( + ( - ( + ( * v3 63 ) v4 ) 11 ) ( - 1018 ( max ( * v3 63 ) 943 ) ) ) 1 ) ) 1 ) ( min ( max v2 ( - ( + ( * v3 63 ) v4 ) 11 ) ) ( + ( - 1018 ( max ( * v3 63 ) 943 ) ) ( - ( + ( * v3 63 ) v4 ) 11 ) ) ) ) ( min ( max v2 ( - ( + ( * v3 63 ) v4 ) 11 ) ) ( + ( - 1018 ( max ( * v3 63 ) 943 ) ) ( - ( + ( * v3 63 ) v4 ) 11 ) ) ) )
161,( < v0 ( min ( max ( / ( - ( + ( min v1 4 ) v2 ) 44 ) 8 ) ( + v0 1 ) ) ( - ( + v0 1 ) 5 ) ) )
162,( == ( + ( * v0 8 ) ( * v1 63 ) ) ( + ( * v0 8 ) ( * v1 63 ) ) )
